,title,link,description,long_description,id,keyword_set
1258,deadly cats available market,https://www.newspointapp.com/marathi-news/publisher-dainikprabhat-marathi/top-news/articleshow/14504820fb1ce61224e135629971091c5000dc40,pimpri chinchwad despite courts ban nylon cats cats sold openly markets pimpri chinchwad,nylon cat sale city,877,deadly cats available sold openly nylon cats
1259,sling jupiter earth,https://www.newspointapp.com/marathi-news/publisher-dainikprabhat-marathi/top-news/articleshow/145048200295f53c0f3749dfddf3fee11e47051e,new research jupiter throwing harmful comets likely detrimental effect earth,new guru throwing harmful comets new delhi guru acting caveman throws harmful substances sun towards earth could detrimental effects earth,5989,jupiter earth jupiter throwing harmful comets new research earth detrimental effect
1260,kaliyikavila sis murder four arrested,https://www.newspointapp.com/malayalam-news/publisher-crimevartha-malayalam/top-news/articleshow/14504820eb2b5ca9e4048af1ce2d971dca897ccb,four persons arrested connection murder si kaliyikavila three arrested kerala one kanyakumari time stood accused,four arrested connection si murder three arrested kerala one kanyakumari meanwhile accused stood,3103,kaliyikavila si four arrested four persons accused
1261,jnu violence smriti irani lashes deepika padukone supporting want destruction india,http://www.catchnews.com/news-point/bollywood-news/jnu-violence-smriti-irani-lashes-out-at-deepika-padukone-for-supporting-those-who-want-destruction-of-india-182402.html?utm_source=news-point&utm_medium=referral&utm_campaign=website,jnu violence smriti irani lashes deepika padukone supporting want destruction india union minister smriti irani known speak heart comes nati,jnu violence smriti irani lashes deepika padukone supporting want destruction india union minister smriti irani known speak heart comes nation recently slammed chhapaak actress deepika padukone visiting jnu recent event minister asked stand actresss move said knew standing stood people wanted destruction india irani said think anybody read news knew going stand check video meanwhile came late let us tell days ago deepika visited jnu attack students teachers also recent interview aaj tak tv spoke violence jnu condemned attack also read jnu violence kangana ranaut sister rangoli chandel slams deepika padukone view post instagram unusual girl wanting usual life vacancy hai maltis story unfolds chhapaak advance bookings open book tickets link bio meghnagulzar atika chohan vikrantmassey gulzar kaproductions mrigafilms foxstarhindi post shared deepika padukone deepikapadukone jan pm pst made visit jnu since various right wing groups bjp leaders called boycott recently released film chhapaak samajwadi party took workers screening chhapaak film lucknow friday also read awkward moment sara ali khan fanboy tries kiss video read awkward moment sara ali khan fanboy tries kiss video tanhaji actor ajay devgn looks dashing ms dhoni viral picture netizens say two legend one frame chhapaak samajwadi party show deepika padukones film workers hrithik roshan birthday special guzaarish super unconventional roles played war actor chhapaak review riteish deshmukh yami gautam bollywood celebs reacted deepika padukone film,5795,smriti irani lashes jnu violence deepika padukone want destruction smriti irani lashes nati jnu violence deepika padukone
1262,share market update aviation stocks mixed jet airways climbs,https://economictimes.indiatimes.com/markets/stocks/news/share-market-update-aviation-stocks-mixed-jet-airways-climbs-5/articleshow/73186730.cms,new delhi aviation stocks trading mixed note fridays afternoon session jet airways per cent interglobe aviation per cent among top gainers share,new delhi aviation stocks trading mixed note fridays afternoon session jet airways per cent interglobe aviation per cent among top gainers shares taneja aerospace aviation per cent global vectra helicorp per cent taal enterprises per cent spicejet per cent among top losers nse nifty index trading points shares bse sensex points around pm,2707,jet airways climbs share market update aviation stocks mixed per cent per cent top gainers share new delhi mixed note jet airways interglobe aviation aviation stocks afternoon session
1263,john le carr wins olof palme prize,https://timesofindia.indiatimes.com/life-style/books/features/john-le-carr-wins-olof-palme-prize/articleshow/73185545.cms,spy author wins award impact writing,spy author wins award impact writing,671,spy author wins
1264,according ncrb data people committing suicide every hours,https://www.navyugsandesh.com/according-to-ncrb-data-every-2-hours-3-unemployed-people-are-committing-suicide/,soon indias economy hit unemployment started rising recently national crime bureau released report stating year average people india committed suicide every day,soon indias economy hit unemployment started rising recently national crime bureau released report said india year average people committed suicide every day,4847,ncrb data people national crime bureau released unemployment started rising average people year report stating
1265,madhya pradesh chhattisgarh cm declare chhapak tax free,https://bengali.mahanagar24x7.com/deepika-in-chapaak-chattisgarh-and-madhyapradesh-tax-free-by-govt/,highlights chhapak directed meghna gulzar leaders several political parties stood side students protesting jnu last tuesday deepika mahanagar webdesk last tuesday jnu,highlights chhapak led meghan gulzar dozen political party leaders went jnu last tuesday stand next students protesting deepika metropolitan webdesk last tuesday jnu,6148,chhattisgarh cm declare tax free madhya pradesh several political parties stood meghna gulzar leaders students protesting last tuesday jnu
1266,chhapaak ranveer singh cant stop gushing deepika padukones performance calls soul film,https://www.koimoi.com/bollywood-news/chhapaak-ranveer-singh-cant-stop-gushing-over-deepika-padukones-performance-calls-her-soul-of-the-film/,deepika padukone vikrant massey starrer chhapaak set hit screens today recently special screening film held mumbai attended ranveer singh deepika fa,deepika padukone vikrant massey starrer chhapaak set hit screens today recently special screening film held mumbai attended ranveer singh deepika family members star cast bollywood celebs reviews film everyone impressed actress performance meghna direction hours ago ranveer singh also took instagram page shared views film actor blown away wife deepika performance chhapaak stop gushing chhapaak ranveer singh stop gushing deepika padukone performance calls soul film singh shared stills chhapaak instagram page caption wrote meghna film gives audience hope courage shows best worst humanity kaleidoscopic cinematic spectrum elucidates subject ever heard never really fully understood offers definitive insightful deep dive horrific gamut acid violence story shakes core lifts heroically emotions soar talvar raazi chhapaak may say bravo encore baby witnessed toil relentlessly create special piece work engine behind project soul film important instalment body work laboured honesty intent action dug deep fought challenges faced fears overcame struggles today team stand triumphant creators one films times performance way everything thought could would moved stirred stayed blended strength vulnerability lent dignity immensely complex portrayal fine manner simply awestruck craft staggering astonishing achieved malti glowing gem repertoire love baby never proud deepikapadukone chhapaak trending darbar movie review director ar murugadoss celebrates rajinikanth fails give compelling story star taimur ali khan nanny earns rs per month kareena kapoor khan answers check post lt html gt lt head gt lt head gt lt html gt indeed sweet reaction reading ranveer singh review chhapaak wait watch film soon planning watch chhapaak weekend let us know comments section android ios users download mobile app faster ever bollywood box office updates post chhapaak ranveer singh stop gushing deepika padukone performance calls soul film appeared first koimoi,4096,stop gushing ranveer singh deepika padukone vikrant massey starrer chhapaak ranveer singh deepika deepika padukone special screening screens today fa
1267,pm modi scared caa protests refused go assam,http://www.newscrab.com/article/india/pm-modi-is-scared-of-caa-protests-refused-to-go-to-assam-12768,post pm modi scared caa protests refused go assam appeared first newscrab protests continuing many parts country citizenship amendment act fier,post pm modi scared caa protests refused go assam appeared first newscrab protests continuing many parts country citizenship amendment act fierce demonstrations law took place north eastern states many cities assam impose curfew several days protests still taking place assam caa prime minister narendra modi avoid visiting assam twice within month said pm modi scared protests decided go assam pm modi inaugurate third khelo india youth games january postpone last moment explain assam students union aasu organizations threatened pm modi comes assam face huge anger people forefront protest citizenship law post pm modi scared caa protests refused go assam appeared first newscrab,5796,caa protests refused pm modi post pm modi citizenship amendment act caa protests refused assam appeared first many parts fier
1268,delhi polls income tax department sets control room toll free number black money info,https://www.newspointapp.com/english-news/publisher-et/india/delhi-polls-income-tax-department-sets-up-control-room-with-toll-free-number-for-black-money-info/articleshow/14504820a0a4f64621bde665980f1f8ca72ab065,income tax department launched x control room monitor black money illegal inducements poll bound delhi officials said friday facility also host toll free nu,income tax department launched x control room monitor black money illegal inducements poll bound delhi officials said friday facility also host toll free number people inform department activity use money power illegal distribution cash among election related crimes control room established investigation wing department assembly elections seventy seat,236,toll free number tax department sets black money info delhi polls control room bound delhi officials said monitor black money free nu control room tax department illegal inducements also host
1269,silver slipped futures trade due weak global trend,https://navbharattimes.indiatimes.com/business/business-news/silver-slips-in-futures-trade-due-to-weak-global-trend/articleshow/73185855.cms,new delhi jan silver silver fell rs rs per kg futures trade friday due reduced participants deals weak spot demand multi commodity exchange,new delhi jan pti silver prices fell rs rs per kg futures trade friday due reduced participants deals weak spot demand multi commodity exchange,6926,weak global trend futures trade due silver slipped weak spot demand multi commodity exchange silver fell rs reduced participants new delhi jan futures trade friday due
1270,ministrys fee related decisions fully implemented extend registration date needed jnu vc, India News,https timesofindia com india ministrys fee related decisions fully implemented extend registration date needed articleshow cms,ministrys fee related decisions fully implemented extend registration date needed top searches ministrys fee related decisions fully implemented extend registration dat,"""'Ministry's fee-related decisions being fully implemented; will extend registration date if needed' Top Searches: Ministry's fee-related decisions being fully implemented; will extend registration date if needed: JNU VC PTI ",extend registration date related decisions jnu vc fully implemented https
1271,students arunachal pradesh schools,https://www.newspointapp.com/english-news/publisher-toi/india/students-311-arunachal-pradesh-schools/articleshow/145048206523272374015dd19e60e4648e077229,itanagar total schools arunachal pradesh defunct enrolment state assembly informed thursday state education minister taba tedir response written questio,itanagar total schools arunachal pradesh defunct enrolment state assembly informed thursday state education minister taba tedir response written question senior congress member nabam tuki said according unified district information school education plus udise data state recorded defunct schools udise improved version udise tedir said schools located remote areas stat,6928,arunachal pradesh schools written questio state assembly arunachal pradesh schools
1272,nenokkadine effect ram ram experiments mahesh comments,https://telugu.asianetnews.com/entertainment-news/mahesh-babu-comments-on-experimental-movies-q3vz0o,needless say none expectations film star superstar mahesh babu film hit screens saturday super buzz wallpaper gift friday writing,superstar mahesh babu starring saril neere neekkavar need specify expectations film set premiere saturday super buzz wallpaper writing friday,4650,experiments mahesh comments star superstar mahesh babu friday writing wallpaper gift super buzz
1273,tughlaq rule state nara lokesh,http://tv5news.in/nara-lokesh-fires-on-jagan-2/,tdp national general secretary nara lokesh criticized tughlaq regime state farmers voluntarily participate movement insulting paid artists amravati,tdp national general secretary nara lokesh criticized tughluq rule state farmers voluntarily take part movement fire insulted artists amravati,5036,tughlaq rule nara lokesh farmers voluntarily participate tughlaq regime paid artists movement amravati
1274,maradu flat case section applied vacant area,https://www.newspointapp.com/hindi-news/publisher-nbt/regional/articleshow/14504820da38c5300f49667acb860528741c453f,kochi january language illegal seaside apartment complexes kochi demolished saturday sunday ground water air area surrounding evacuation area covered section,kochi january ians illegal seaside apartment complexes kochi demolished saturday sunday land water air area surrounding evacuation area covered section,4266,maradu flat case vacant area section illegal seaside apartment complexes section kochi january air area surrounding evacuation area ground water
1275,admission card nift admission test issued,https://vijaykarnataka.indiatimes.com/education/entrance-exams/national-institute-of-fashion-technology-released-nift-admit-card-2020/articleshow/73187101.cms,candidates registered online nift entrance examination rd october th january visit nift official website download exam admit card,candidates registered online nift entrance examination rd october th january visit nift official website download exam admit card,4848,admission card nift entrance examination nift official website th january exam admit card registered online rd october
1276,give money drink wife stabbed police webcast fleeing husband,https://www.newspointapp.com/tamil-news/publisher-seithisolai-tamil/top-news/articleshow/14504820527b4d8476dceff90e1aa20720ffc4f1,incident stabbing wife knife paying drink caused stir kannathal patikalaivanar street next chennai thiruvika nagar husband bakkiyanathan works corrector,wife stabbed wife knife paying drink caused stir kannattal hails tiruvika nagar chennai work husband pakinathan,2708,fleeing husband drink give money patikalaivanar street next husband bakkiyanathan works chennai thiruvika nagar corrector
1277,shane warnes baggy green cap breaks records leaving bradman behind auction,https://www.newspointapp.com/gujarati-news/publisher-vishwagujarat-gujarati/top-news/articleshow/145048204319e9e1cc0e45b6366a92f1c7f8c3f9,shane warne veteran spinner shane warne stepped help people affected forest fire australia shane warne auctioning green baby cap wore test career whose,shane warne legendary spinner shane warne come forward help affected fires australias forests shane warne auctioning green baby cap worn test career whose,5379,baggy green cap shane warne bradman behind help people affected green baby cap whose test career shane warne forest fire
1278,india retaliates malaysia criticism kashmir muslims restrictions imports,https://tamil.webdunia.com/article/bbc-tamil-news/india-retaliates-to-malaysia-for-criticism-of-kashmir-and-muslims-restrictions-on-imports-120011000044_1.html,malaysian prime minister mahathir mohamad strongly criticized indian government revoking kashmirs special status including islamists citizenship amendment act,malaysian prime minister mahathir mohamad strongly criticized indian governments abolition status granted kashmir inclusion islamists civil rights amendment act,5037,kashmir muslims india retaliates citizenship amendment act strongly criticized special status revoking kashmir indian government including islamists
1279,priyanka meets caa victims visits temples varanasi,https://www.newspointapp.com/english-news/publisher-suryaa/top-news/priyanka-meets-caa-victims-visits-temples-varanasi/articleshow/14504820ed251d757ff85e3e653ef32006b96071,varanasi jan ians congress general secretary priyanka gandhi continuing campaign meet victims violence yogi adityanath regime reached varanasi friday priyanka spent ove,,237,priyanka spent ove varanasi jan meet victims
1280,warnes cap raised million australian dollars,https://navbharattimes.indiatimes.com/business/business-news/warnes-cap-raised-10-million-australian-dollars/articleshow/73186580.cms,sydney january afp star cricketer shane warners baggy green cap sold million australian dollars dollars auction friday used proceeds countrys wilderness,sydney jan afp star cricketer shane warners baggy green cap sold million australian dollars dollars auction friday used proceeds countrys wilderness,238,star cricketer shane warner million australian dollars dollars sydney january baggy green cap wilderness
1281,corpse stood ran fear,http://telugu.webdunia.com/article/international-news/woman-pronounced-dead-comes-to-life-in-karachi-120011000027_1.html,funeral going hear news corpses getting sitting breathing one incident recently took place pakistan going details rashi suffering illness karachi,hear news bodies rising breathing latest incident pakistan going details rashi sick karachi,3104,corpse stood incident recently took place details rashi breathing karachi corpses getting
1282,years budget presented february said finance minister nirmala sitharaman,https://banglahunt.com/nirmala-sitharaman-declared-about-budget/,banglahunt desk moment financial situation country dire straits financial crisis country making common people think due financial crisis none us industrialists debt,banglahunt desk moment financial situation country danger financial crisis country often thought ordinary people none industrialist loans people due financial meltdown,1090,february common people think us industrialists financial situation financial crisis dire straits debt banglahunt desk
1283,fire rages australia,https://m.maharashtratimes.com/international/international-news/fire-rains-continue-in-australia/articleshow/73183694.cms,todays penumbral lunar eclipse watch watch live tv australias forest fires continue australias forest fires still raging start september,todays penumbral lunar eclipse watch watch live tv fire australia forever hailstorm set australian jungle still starting september,29,fire rages forest fires continue australia forest fires still raging september lunar eclipse
1284,lend money,https://tamil.samayam.com/business/business-news/bank-credit-to-commercial-sector-down-8-1-percent-in-july-september-months/articleshow/73189079.cms,indian banks long plagued warak credit problems loans corporations sectors including steel telecommunications oil repaid,indian banks long suffering warlock debt problems loans major corporations including steel telecommunication oil,4097,warak credit problems repaid indian banks
1285,death protest death disillusioned young people waiting death tweeted,https://vijaykarnataka.com/news/karnataka/more-than-10-young-citizens-of-our-country-are-committing-suicide-due-to-unemployment-and-poverty-says-siddaramaiah/articleshow/73189255.cms,young citizens country committed committing suicide kas yogogathe watch live tv time,young citizens country committed committing suicide kas yogogathe watch live tv,5797,disillusioned young people waiting death tweeted death protest watch live tv time young citizens committing suicide
1286,want travel comfortably buy travel pillows amazon,https://navbharattimes.indiatimes.com/apna-bazaar/travel-pillows/articleshow/73189647.cms,travel pillow extremely soft soft comfortable also use daily journey,travel pillow extremely soft soft comfortable also use daily journey,6149,travel pillows travel comfortably travel pillow extremely soft daily journey also use
1287,serious talk ys jagan shakes head day,https://www.newspointapp.com/telugu-news/publisher-asianetnews-telugu/top-news/articleshow/1450482081081501ea4654da237c342785f2e272,chittoor apiic chairperson roja known facing opposition constituency city recently intercepted ycp activists situation andhra pradesh chief minister ys,chittoor apic chairperson persona roja known face opposition constituency nagari recently asked ycp workers andhra pradesh chief minister ys jagans,239,ys jagan shakes serious talk apiic chairperson roja ycp activists recently intercepted facing opposition constituency city
1288,controlling individuals heroin drug money,http://beta.ajitjalandhar.com/news/20200110/51/2929762.cms#2929762,pathankot january ashish sharma narcotics cell pathankot arrested man grams heroin drug money worth rs lakh arrested person identified kamaldeep singh,pathankot jan ashish sharma narcotics cell pathankot arrested man grams heroin rs lakh worth drug money arrested person identified kamaldeep singh,878,drug money controlling individuals narcotics cell pathankot arrested pathankot january arrested person kamaldeep singh ashish sharma grams
1289,tndte diploma result released october exam heres direct link,https://m.timesofindia.com/home/education/news/tndte-diploma-result-released-for-october-2019-exam-heres-direct-link/articleshow/73187234.cms,tndte diploma result released october exam heres direct link top searches tndte diploma result released october exam heres direct link toi online,jan ist tamil,"""TNDTE Diploma Result released for October 2019 exam  here's direct link Top Searches: TNDTE Diploma Result released for October 2019 exam  here's direct link TOI-Online ",tndte diploma result released october exam direct link tndte diploma result released direct link top searches direct link toi october exam
1290,journey back muslims old town,http://telugu.samayam.com/video-gallery/telugu-video/watch-muslim-tiranga-yatra-in-hyderabad-old-city/videoshow/73189127.cms,hyderabad muslims made headlines huge rally massive protest rally held friday january afternoon miralam old town auspices muslim united action committee pow,hyderabad muslims news huge rally massive protest rally held meeraram old basti friday january afternoon auspices muslim united action committee pow,4098,old town journey back muslim united action committee massive protest rally huge rally pow old town made headlines january hyderabad muslims
1291,eurasia group says modis policy puts india risk,https://bengali.mahanagar24x7.com/narendra-modi-govt-policies-a-geopolitical-risk-in-tipping-point-2020-eurasia-groups/,highlights modis policy puts india risk india worlds fifth largest geopolitical risk risk analysis consultancy eurasia groups analysis mahanagar webdesk prime minister narendra modis,highlights modis policy puts india risk indias fifth largest geopolitical risk risk consultancy eurasia group analysis metropolitan webdesk prime minister narendra modi,5798,eurasia group says modi puts india prime minister narendra modi analysis mahanagar webdesk policy puts india highlights modi risk india
1292,bb asim riaz takes dig paras,https://www.newspointapp.com/english-news/publisher-toi/entertainment/bb-13-asim-riaz-takes-dig-paras/articleshow/1450482080d7d154f940a2de365e7d8651bb661b,recent episode bigg boss interesting entertaining one comedy club set inside house bigg boss contestants remove angst towards th,,2083,asim riaz takes bb angst towards th bigg boss bigg boss recent episode entertaining one comedy club
1293,non toxic vegetable project started parassala panchayath thiruvananthapuram,https://keralaonlinenews.com/Nattuvartha/A-non-toxic-vegetable-project-has-been-started-in-Parassala-Panchayat-Thiruvananthapuram-103635.html,thiruvananthapuram non toxic vegetable project started every household parassala grama panchayat part production non toxic vegetables give saplings houses lower garden ward,thiruvananthapuram order produce non toxic vegetables parassala grama panchayat started toxic free vegetable project providing seedlings houses wardrobe,6747,toxic vegetable project started parassala panchayath lower garden ward parassala grama panchayat toxic vegetable project toxic vegetables give saplings every household
1294,potential terrorist infiltration heavy security kashmir,https://www.newspointapp.com/malayalam-news/publisher-crimevartha-malayalam/top-news/articleshow/1450482069bbc53428d830d4e9cdc58dae99f025,srinagar terrorists warn infiltration kashmir reported national media quoting bsf sources afghanistan,srinagar warning militant infiltration kashmir national media reports quoted bsf sources afghanistan,2287,terrorist infiltration heavy security terrorists warn afghanistan
1295,conduent launches ar solution transform user experience,https://www.newspointapp.com/english-news/publisher-et/business/conduent-launches-ar-solution-to-transform-user-experience/articleshow/14504820e82f6b750e64060697b2003b59ecb31f,new delhi conduent inc friday launched augmented reality ar solution provides organisations visual way interact customers employees users ar solution av,,4099,conduent launches ar solution transform user experience visual way provides organisations new delhi friday launched customers employees conduent inc av augmented reality ar solution
1296,yes bank shares plunge independent director resigns,https://timesofindia.indiatimes.com/business/india-business/yes-bank-shares-plunge-over-5-after-independent-director-resigns/articleshow/73190672.cms,new delhi shares yes bank friday tumbled per cent companys independent director uttam prakash agarwal resigned citing serious concerns deteriorating practices,new delhi shares yes bank friday tumbled per cent companys independent director uttam prakash agarwal resigned citing serious concerns deteriorating practices state affairs private sector lender scrip plunged per cent close rs bse day dropped per cent rs national stock exchange nse dived per cent close rs stock worst hit among nifty components terms traded volume lakh shares company traded bse crore shares nse day hereby tender resignation office independent director yes bank also chairman audit committee member committees board immediate effect said resignation letter addressed non executive part time chairman brahm dutt serious concerns regarding deteriorating standards corporate governance failure compliance management practices manner state affairs bank conducted ceo managing director ravneet gill rajiv uberoi senior group president governance controls sanjay nambiar legal head board agarwal said letter,6366,yes bank shares plunge independent director resigns deteriorating practices per cent yes bank new delhi friday tumbled
1297,chanda kochhars assets confiscated ed action,https://m.maharashtratimes.com/business/business-news/enforcement-directorate-attached-properties-of-former-ceo-and-md-of-icici-bank-chanda-kochhar/articleshow/73191002.cms,enforcement directorate attached properties former ceo md icici bank chanda kochhar watch audience feel deepikas chhapak movie see reaction deepikas chhapak movie audience,deepikas chhapak movie audience feel check deepikas chhapak movie audience,1901,ed action chanda kochhar assets confiscated enforcement directorate attached properties movie audience audience feel former ceo
1298,smriti irani sparkles deepika padukone,https://www.newspointapp.com/kannada-news/publisher-kannadadunia-kannada/top-news/articleshow/14504820f6ab9554cf5128d3697ddbf98cfc4d17,controversy raised bollywood actress deepika padukone visit jawaharlal nehru university appear stopping union minister smriti irani spoken deepika deepika thama movie,controversy raised bollywood actress deepika padukone visit jawaharlal nehru university appear stopping union minister smriti irani spoken deepika deepika tam,1902,smriti irani sparkles deepika padukone union minister smriti irani deepika thama movie bollywood actress deepika padukone jawaharlal nehru university controversy raised
1299,government increased authorized capital indian overseas bank rs crores,https://www.newspointapp.com/hindi-news/publisher-nbt/business/articleshow/14504820ca9b0261bcdcdba6d34267ef6a3bbc10,new delhi january language government increased authorized capital indian overseas bank rs crore rs crore indian overseas bank told stock market central government reserved,new delhi january language government increased authorized capital indian overseas bank rs crore rs crore indian overseas bank told stock market central government reserved,466,indian overseas bank crores government increased authorized capital rs crore rs crore new delhi january indian overseas bank told indian overseas bank stock market reserved central government authorized capital
1300,honda cars india partners software training institute juana technologies,https://www.newspointapp.com/english-news/publisher-etauto/automobile/honda-cars-india-partners-software-training-institute-juana-technologies/articleshow/14504820b8985e68720f7df1cdb08453cba20ce0,new delhi honda cars india friday partnered juana technologies launch india innovate wheels fly india chapter esteemed international stem science technology engineering,new delhi honda cars india friday partnered juana technologies launch india innovate wheels fly india chapter esteemed international stem science technology engineering mathematics competition race line powered learning partnership globally recognized competition supporting curriculum designed equip students skills resources opportunity learn theoretical concepts experiential learning automaker sa,6150,honda cars india partners fly india chapter honda cars india science technology engineering esteemed international stem new delhi juana technologies friday partnered
1301,cabinet approved disinvestment stake ninl nmdc,https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/cabinet-approved-disinvestment-of-stake-in-ninl-not-nmdc/articleshow/73189455.cms,flipboard cabinet approved disinvestment stake ninl nmdc neelachal ispat nigam ltd ninl joint venture company four central psus mmtc national mineral development corp,flipboard cabinet approved disinvestment stake ninl nmdc neelachal ispat nigam ltd ninl joint venture company four central psus mmtc national mineral development corporation nmdc bharat heavy electricals ltd bhel mecon two odisha government companies ipicol odisha mining corporation omc shareholders pti," Jan 10  2020  05.06 PM IST 0Comments Agencies Some people for their vested interest are spreading rumours on social media and in general public that NMDC is being disinvested which has created an atmosphere of confusion. NMDC is just a stakeholder in NINL  NMDC boss told PTI. NMDC Chairman and Managing Director N Brijendra Kumar on Friday said that the Union Cabinet has approved disinvestment of stake of six public sector units (PSUs) in Neelachal Ispat Nigam Ltd  and not that of NMDC. Neelachal Ispat Nigam Ltd (NINL) is a joint venture company  in which four central PSUs -- MMTC  National Mineral Development Corporation (NMDC)  Bharat Heavy Electricals Ltd (BHEL) and MECON -- and two Odisha government companies  IPICOL and Odisha Mining Corporation (OMC)  are shareholders. The government on Wednesday gave in-principle approval for strategic sale of NINL by allowing six PSU shareholders to sell their stake in the steel company. \""Still confusion is being created by some ppl regarding disinvestment in #NINL a joint venture company of central and state PSUs in the State of Odhisha.The present decision is not for the disinvestment of @nmdclimited . I repeat No Disinvestment of #NMDC by the present decision \"" Kumar said in a tweet. Some people for their vested interest are spreading rumours on social media and in general public that NMDC is being disinvested which has created an atmosphere of confusion. NMDC is just a stakeholder in NINL  he told PTI. Kumar said people must read the government's decision with regard to NINL and understand that the decision is not related to divestment of NMDC. MMTC holds 49.78 per cent share in NINL  followed by OMC (20.47 per cent)  IPICOL (12 per cent)  NMDC (10.10 per cent). MECON and BHEL hold 0.68 per cent stake each in the company. The strategic buyer for NINL will be identified through a two-stage auction procedure  an official statement had said. Read more on""",cabinet approved disinvestment neelachal ispat nigam ltd joint venture company cabinet approved disinvestment
1302,sambhaji raje fast ajit pawar,http://marathi.webdunia.com/article/regional-marathi-news/sambhaji-raje-should-not-fast-ajit-pawar-120011000026_1.html,mp chhatrapati yuvraj sambhaji raje go hunger strike outside sarathi sanstha saturday protest non management sarathi sanstha asked agitation deputy chief minister ajit pawar said charioteer,saturday chhatrapati yuvraj sambhajiraj sit fast outside sarathi institute non stewardship sarathi institute asked agitation deputy chief minister ajit pawar said sarathi,1903,sambhaji raje ajit pawar hunger strike outside sarathi sanstha charioteer
1303,yamarajs temple built karnataka people already flocking see,https://www.iamgujarat.com/latest-news/india-news/yamraj-temple-being-built-in-mandya-district-karnataka-crowds-thronging-to-see-496695/,mysore temple yamaraj called god death justice constructed near krishna sagar dam mandya district karnataka thus many temples yamaraj country karnataka god death,mysore temple yamraj called god death justice built near krishna sagar dam mandya district karnataka thus many temples yamraj country karnataka god death,2521,already flocking many temples mandya district death called god
1304,poetry reason america heat municipal elections,https://www.newspointapp.com/telugu-news/publisher-asianetnews-telugu/top-news/articleshow/14504820ee5c0de950daca7f2061424b59d4ea7e,hyderabad josh rise cadre municipal elections telangana rashtra samithi leaders rose party since time movement work hard tickets municipal elections,hyderabad josh rise cadre municipal elections telangana state assembly leaders rose party desperately trying get tickets municipal elections since time movement,240,municipal elections telangana rashtra samithi rose party since work hard municipal elections
1305,bjp slums arvind kejriwal nandusting shoaib iqbal aap,https://timesofindia.indiatimes.com/city/delhi/bjp-slams-arvind-kejriwal-for-inducting-shoaib-iqbal-in-aap/articleshow/73190364.cms,new delhi bjp friday launched scathing attack arvind kejriwal inducting shoaib iqbal aap fold saying five time mla convicted several cases ruling pa,new delhi bjp friday launched scathing attack arvind kejriwal inducting shoaib iqbal aap fold saying five time mla convicted several cases ruling party delhi would anything vote bank politics addressing press conference party office bjp spokesperson sambit patra slammed kejriwal inducting iqbal ahead delhi assembly elections inducting iqbal aap kejriwal proved would anything vote bank politics patra said patra also alleged shoqaib iqbals son used derogatory language prime minister protest amended citizenship act said shoaib convicted several cases unending list grave offences name,1091,bjp slums arvind kejriwal nandusting shoaib iqbal ruling pa inducting shoaib iqbal aap fold saying time mla several cases scathing attack new delhi friday launched arvind kejriwal
1306,karnatakas first yamraj temple built near krishna sagar dam,https://www.newspointapp.com/hindi-news/publisher-crichindinews-hindi/cricket/articleshow/1450482099cc6a84f4b1ae248449798b128d6916,mysore civil contractor kn raju building temple yamaraja god death justice near krishna sagar dam mandya district karnataka although many temples yamraj country karna,mysore civil contractor kn raju building temple yamaraja god death justice near krishna sagar dam mandya district karnataka although many temples yamraj country karna,5381,first yamraj temple near krishna sagar dam many temples mandya district karna
1307,packers offering hour shovelers help clear snow huge playoff game,https://www.businessinsider.in/sports/news/the-packers-are-offering-12-an-hour-for-700-shovelers-to-help-clear-snow-before-their-huge-playoff-game/articleshow/73180600.cms,packers offering hour shovelers help clear snow huge playoff game packers offering hour shovelers help clear snow huge pla,packers offering hour shovelers help clear snow huge playoff game packers offering hour shovelers help clear snow huge playoff game scott davisjan ist mike roemer associated press snow covers lambeau field green bay wisconsin snow storm expected hit green bay wisconsin saturday dumping inches snow green bay packers put call shovelers clear lambeau field offering hour packers face seattle seahawks playoffs packers already asked shovelers twice season visit business insiders homepage stories green bay packers turning legions faithful cheeseheads make sure lambeau field good condition divisional round playoff game seattle seahawks sunday snow expected saturday night packers put call snow shovelers help clear lambeau field sunday morning game according website shovelers paid hour must arrive shovelers must years old packers provide shovels mike roemer associated press workers clear snow lambeau field according benita mathew green bay press gazette storm expected dump inches snow saturday unusual practice packers december team already asked public help twice year packers take seahawks sunday weather expected clear low read,4651,huge playoff game help clear snow shovelers huge playoff game huge pla help clear snow shovelers
1308,shafali verma helps india win challenger trophy,https://www.newspointapp.com/english-news/publisher-toi/sports/shafali-verma-helps-india-c-win-challenger-trophy/articleshow/1450482089996e31f70aa4de46737a2e1b45ab88,cuttack shafali verma scored blistering unbeaten half century help india register emphatic eight wicket victory india win challenger trophy title friday chasing,cuttack shafali verma scored blistering unbeaten half century help india register emphatic eight wicket victory india win challenger trophy title friday chasing final played barabati stadium opener shafali smashed balls consisted fours sixes india crossed line balls spare earlier day india posted allotted overs winning toss electing bat po,3519,challenger trophy title help india register shafali verma scored blistering unbeaten half india wicket victory emphatic eight chasing
