,id,category_tree
1023,226,Food & Dining^Religion & Spirituality-->old son crore compensation suit mumbai high court rs petitioner says old man new delhi
1024,4443,Hobbies & Interests^Real Estate-->look within publicly apologise bengal minister kolkata jan taking umbrage
1025,5791,Real Estate^Real Estate-->thousand smartphones television washing machine includes samsung freezing republic day new delhi microwave attract customers
1026,458,Automobiles^Banking & Finance-->two indian coaches part ways bfi decides two assistant coaches two long jitender kumar boxing federation
1027,4087,Sports & Games^Real Estate-->major changes kcr plan forthcoming municipal elections budget meetings also read
1028,3898,Banking & Finance^Sports & Games-->injury update maharashtra cricket association stadium virat kohli sri lanka shreyas iyer photo source match details final i
1029,5792,Education ^Travel & Tourism-->specifications availability flagship smartphone series india powered first handset
1030,2701,News & Politics^Entertainment-->punjab cabinet caa nrc captain amarinder singh disputed punjab government led national population register national citizenship register citizenship amendment act
1031,22,Food & Dining^Real Estate-->birthday today uttered today heroic words
1032,,nan^Real Estate-->leaders including periyar dgp tripathi warns strict action leaders including periyar stern action
1033,3899,Banking & Finance^Religion & Spirituality-->take corrective action right bleak future lies amazon rainforest fires reminded us
1034,1484,Gadgets & Technology^Entertainment-->northern districts bleached rain next hours due chennai meteorological department said two places tamil nadu statement yesterday light rain atmospheric circulation
1035,5585,Entertainment^Entertainment-->university gate teacher leader son shot broad daylight shadab rizvi meerut student vishwas chikara student leader pill student uttar pradesh chest broad daylight assailants shot
1036,1485,Education^Real Estate-->clinical india face form australia wankhede stadium shik live coverage kl rahul difficult choice st odi
1037,3900,Air Travel^Real Estate-->grandparents visakhapatnam taking steps amravati secretariat
1038,"""Stocks tumble  gold and crude soar after Iran strike on US forces Japan's Nikkei tumbled 2.2 per cent and Australian shares fell more than 1 per cent. Reuters",Entertainment^News & Politics-->bjp jds leaders confronted first worship jds taluk panchayat jan first worship service taken place narayana gowda municipal councilor bjp activists
1039,3511,Education^Entertainment-->medical students keechaka professor guntur finally desire sacred medical profession harassed medical students would pass soon made threats keechaka professor brought disgrace
1040,666,Entertainment^Real Estate-->video director film director star vikrant messi real life story currently busy promoting
1041,6359,News & Politics^Real Estate-->new year gujarat police bomb disposal squad gujarat police uniform seen lokarakshak police constable police personnel khaki uniform head constable year new year
1042,6921,Entertainment^Entertainment-->cm bs yeddyurappa spent vivekananda jayanti childhood days
1043,227,Gadgets & Technology^News & Politics-->war one side minister jagadish reddy municipal elections one sided nalgonda district municipal elections congress
1044,4445,Banking & Finance^Entertainment-->voter list final today assembly election announcement nearing completion next month new delhi election commission delhi assembly elections today delhi legislative assembly let us know elections press conference pm
1045,2076,Air Travel^News & Politics-->first round due sania injury australian open first grand slam round tennis court sania mirza maternity leave jan
1046,5203,Entertainment^Entertainment-->already flocking many temples mandya district death called god
1047,5025,News & Politics^Entertainment-->police collect samples kannauj victims dna test truck police collec private sleeper bus carrying people rolled bus station left wrapped colliding head pm
1048,872,Religion & Spirituality^News & Politics-->sabka vishwas amnesty scheme large taxpayers yet take benefits sabka vishwas amnesty scheme lakh cro flipboard large taxpayers yet total tax amount total eligible taxpayers per cent large taxpayers take benefits rs almost
1049,5586,Banking & Finance^Entertainment-->delhi election joins congress former pm currently adarsh b b shastri dwarka assembly seat aam aadmi party congress party aap mla
1050,2278,Entertainment^Entertainment-->says cji bobde violence stops hear petitions india sa bobde said citizenship amendment act top court made supreme court declar
1051,5587,Education^Education-->led indian cricket team legendary batsman brian lara old batsman said icc tournament icc tournaments virat kohli time believes new delhi
1052,3512,Entertainment^Career & Job-->city gets capitals still going hot regions equal development
1053,5588,Education^Real Estate-->live pictures timesofindia
1054," Jan 07  2020  11.31 AM IST 0Comments Agencies Tom Hanks is playing Presley's shifty talent manager Colonel Tom Parker in Baz Luhrmann's untitled biopic. Related Golden Globes: '1917' wins Best Film  Joaquin Phoenix  Renée Zellweger take home awards for Best Actor  Actress LOS ANGELES: America's sweetheart veteran actor Tom Hanks says he is set to play a \""bad guy\"" in the Elvis Presley biopic and he hopes to prove the naysayers wrong that he can only play the good guy. The actor  who was feted with the Cecille B DeMille award at the recently concluded Golden Globes ceremony  is playing Presley's shifty talent manager Colonel Tom Parker in Baz Luhrmann's untitled biopic on the legendary musician. Newcomer Austin Butler is playing Presley. Newcomer Austin Butler will be playing Elvis Presley. (In pic: Austin Butler) \""If all goes according to plan  I'll be playing Colonel Tom Parker to Austin Butler's Elvis Presley and hopefully I will then finally have an answer to all your stupid questions about why I will never play a bad guy. Golden Globes Highlights: PeeCee & Nick’s ‘Date Night’  Ricky’s Jokes Steal Limelight; Russ... of 10 A Star-Studded Night 6 Jan  2020 The 77th edition of the prestigious Golden Globe Awards took place at Beverly Hills  California. Hosted by the hilarious Ricky Gervais  the who’s who from the world of Hollywood walked the red carpet dressed in their sartorial best.From addressing climate change and the raging fires in Australia  to the increasing tensions between the US and Iran  Hollywood celebrities got political and took a strong stand on the happenings around the world.Like every year  the night was running high on glamour and fashion. Jennifer Aniston and actress Reese Witherspoon who were nominated for their roles in television series ‘The Morning Show’  slayed in black and white ensembles respectively.If you ended up missing the award show  fret not because we have got you covered. Here are the major highlights from the event. Next A Hilarious Opening Monologue 6 Jan  2020 Opening monologues are central to any award show. It is in the monologue that the host often pokes fun at the guests and when it comes to the English stand-up comic Ricky Gervais  you can expect the jokes to be brutally honest  borderline offensive that will have you laughing till your stomach hurts.The host started with poking fun at the Hollywood Foreign Press Association (HFPA). He then went on to take jibes at controversial figures Prince Andrew and Jeffrey Epstein. He also offered a nuanced take on racism in Hollywood.Gervais then took a dig at the tech giant Apple for ‘running sweatshops in China’  while talking about their new show. The TV personality ended his monologue by asking the stars not to give political speeches as they have spent ‘less time in school than Greta Thunberg’.No points for guessing Gervais owned the night. Next PeeCee And Nick’s Date Night 6 Jan  2020 Hollywood’s ‘it’ couple  Priyanka Chopra Jonas and Nick Jonas  presented the award for Best Television Series - Musical or Comedy. Priyanka slayed in a shiny pink dress and Nick Jonas was seen in a stunning tux.The two were seen indulging in a lover’s banter as Nick Jonas said  ‘I’m glad we could get out of the house for this beautiful party’. Our very own desi girl  Priyanka  came up with a clever retort and said  ‘Yes  nice try  Nick. But  this does not count as date night’.The award for Best Television Series - Musical or Comedy went to the show ‘Fleabag’. Next Ellen Wins Carol Burnett Award 6 Jan  2020 Talk show host Ellen DeGeneres won the prestigious Carol Burnett Award for excellence in Television. American actress and comedian Kate McKinnon presented the award to DeGeneres and lauded the comedian for her courage to come out in the open about her sexuality. What followed next was a recap of Ellen’s journey from having her own sitcom  to losing it for ‘coming out’ and finally having her own daytime talk show. When Ellen went on stage  she joked about how she could possibly go on with her speech for 25 minutes as the award was ‘special’. Ellen jokingly said 'I couldn't have done it without my husband Mark'  as the camera panned to her wife Portia. Degeneres ended the speech on a positive note  saying  “Television inspired and influenced everything I am today'. All I ever wanted to do was make people feel good and laugh”. Next""",Entertainment^Entertainment-->canadian troops avoid war iraq targeting iranian canadian military force us forces
1055,2517,Banking & Finance^Air Travel-->working president jumbo list kpcc office bearers office bearers kpcc president reduce number new delhi mullappally ramachandran
1056,2702,Automobiles^Real Estate-->real reason people suffer deli cannot work cold starts dominating feel cold winter season
1057,2908,DFP^Real Estate-->veteran politician passed away political circles painful year indian politics different impression
1058,1893,Real Estate^Real Estate-->parking lot
1059,1486,Family and Relationships^Entertainment-->duration hrs city check show timings dhurala show timings time please kalpeshraj kubal double seat anandi gopal min
1060,6556,Banking & Finance^Entertainment-->human rights human rights lobby back death sentence though muted sandeep sahu nirbhaya case impending hanging four convicts
1061,5373,Entertainment^Real Estate-->plastic ban one time use taken yet plastic ban imposing fines
1062,667,Entertainment^Real Estate-->words sex words words neeta karnik
1063,4647,CAN^Real Estate-->first yamraj temple near krishna sagar dam many temples mandya district karna
1064,4843,Real Estate^Entertainment-->got tickets bjp increased capital heechee mahanagar webdesk candidate list two accused inciting opposition arvind kejriwal
1065,1487,Real Estate^Entertainment-->million compensation sacked coach chandika hathurusingha sri lanka cricket board official said kolkata jan million sunday demanded compensation contract earlier
1066,5027,Banking & Finance^Air Travel-->expatriates lost three months saudi arabia wholesale sector september last year three months saudi arabia estimated foreigners
1067,3290,Religion & Spirituality^Education -->read full news smart meters power supply system install smart meters city etc city soon
1068,2077,Career & Job^Travel & Tourism-->hanmakonda woman murdered family accused shahid seems warangal urban district many new things family brutally murdered
1069,460,Education^Real Estate-->cooking cancer drying pepper cooker dry chili must certain food items scientific adversely affected
1070,"""Thiruvananthapuram ",Real Estate^Real Estate-->bb weekend episodes sidharth shukla recently got go inside constant supporter
1071,2518,CAN^Entertainment-->legalise recreational pot latest us state level cannabis convi high note wednesday becoming legalize recreational marijuana latest us state governor pardoned thousands past low new year illinois started
1072,5589,Banking & Finance^Real Estate-->done even hours nirbhaya case criminal another way hours
1073,"""Nine-point plan firmed up to plug GST revenue leaks The action plan was finalised after a meeting of state and central GST chief commissioners. ET Bureau",CAN^Entertainment-->show signs raja bihar ranji team ipl spot fixing petition fixing petitioner aditya verma verma secretary unauthorised cricket association come full circle new delhi ipl spot filed petitions
1074,2909,Real Estate^CAN-->tamil nadu women scream edappadiyar government tamil nadu sivanmalai lord temple iphone mahalakshmi statue order box local government
1075,1288,Entertainment^Real Estate-->burma colony new seco thriller shock created fifth pathira
1076,2703,Real Estate^Banking & Finance-->agr dues next week supreme court flipboard supreme court filed clarificat oil india friday agreed
1077,3513,Entertainment^Real Estate-->dasmesh pita sarbans varia rd prakash pura sangat attended large number
1078,2519,Online Services^Real Estate-->gold silver
1079,2279,Gadgets & Technology^Real Estate-->mehak mirza filed free kashmir mehak mirza prabhu poster titled free kashmir
1080,2910,News & Politics^Entertainment-->long celebrations intensified towards would anyone like rs crore new year season new year alone new year record liquor looks like alcohol aint sounds pretty crap yeah al various brands new year malayalees ask clubs
1081,,nan^Health & Pharmaceutical-->winning legislator quick minister take office soon jan bjp government
1082,1894,Automobiles^Real Estate-->finance minister finance minister finance minister budget game
1083,6923,Banking & Finance^Entertainment-->lahore high court action musharraf escape death penalty seized power november nawaz sharif military coup military commander
1084,,nan^Religion & Spirituality-->thai daughter arrives sneha gives birth baby girl second time given birth baby girl
1085,6557,Entertainment^Entertainment-->rs lakh low price life insurance great plan rs plan keeping started attracting customers middle class customers life insurance plan plan new offers bharti airtel
1086,1082,Home & Garden^Real Estate-->uttarakhand announces pension acid attack survivors deepika padukone survivor laxmi agarwal acid attack survivors pension scheme deepika padukone
1087,873,Banking & Finance^Impression-->coaches local three coaches coaches without air coaches local coach locomotive mumbaikars waiting three coaches conditioned locomotive soon get snow spread pleasant shock
1088,4446,Entertainment^Entertainment-->immigration fraud held booked four men illegally operating duping people consultancy firm
1089,5590,Air Travel^Real Estate-->fleeing husband drink give money patikalaivanar street next husband bakkiyanathan works chennai thiruvika nagar corrector
1090,2911,Utility^Entertainment-->tax scam katol municipality property tax fraud case four employees
1091,,nan^Education-->railway fare hike lpg price hike new year take concrete steps raising railway fares cooking gas cylinders new year new delhi
1092,5374,Automobiles^Education -->tragedy took place believing false words young man raped young man young woman however national capital
1093,4648,Entertainment^News & Politics-->film raja hindustani song pardesi pardesi song karisma kapoor films today also hear
1094,4844,Banking & Finance^Entertainment-->opponent says first fighter nothing special beat mcgregor review one might expect one artemij sitenkov first professional loss came b mcgregor opponent nothing special handi
1095,,nan^Real Estate-->year award kohli gets swashbuckling opener rohit sharma indian captain virat kohli odi cricketer wednesday named incredible run
1096,1083,Entertainment^Shopping-->false government school student one day editor action located near manamadurai government high school school surrounding area sivagangai district milaganur village large number teachers
1097,6558,Real Estate^News & Politics-->delicious mushroom dumplings prepare crispy new style minutes post appeared first mushroom dumplings recipe special thing eating pakoras delicious
1098,6743,Entertainment^Entertainment-->attend npr meeting national population register january
1099,3291,Health & Pharmaceutical^Real Estate-->resolve boundary issue nepal says lingering territorial differen land boundary issue friday referring
1100,5591,Entertainment^News & Politics-->maintaining social customs abhayam came army man living woman living shehra taluka panchmahal district new life navi wadi marriage turned husband
1101,2281,Entertainment^Real Estate-->blockbuster results lift shares dotcom peak fire fourth quarter
1102,5028,Banking & Finance^News & Politics-->performing funeral family adamant hours special reporter noe agreed officers last rites family performed autopsy came
1103,2520,Impression^Religion & Spirituality-->corona virus scares worldwide possible outbreak world health organization pneumonia virus new strain new delhi could spread
1104,1084,Education ^Real Estate-->detect low measure glucose requires needles tracking sugar repeated fingerpicks healthy individuals diabetic patients current methods
1105,4447,Online Services^Education-->rajasekhar clash small poisonous things movie artist association comedy actor whole industry behaving cheaply
1106,23,Entertainment^Entertainment-->big guns fail big guns fail top searches dhananjay roy
1107,5375,News & Politics^Banking & Finance-->amit shah getting union minister amit shah raise public awareness citizenship amendment act
1108,3514,Music and Audio^Real Estate-->cripple systems overseeing everything hackers targeting companies supply chains receivi ransomware works manufacturing removing malicious programs
1109,5793,Entertainment^Real Estate-->skip cure vitamin ages tropical country physical health important vitamin
1110,1697,News & Politics^Real Estate-->aries taurus gemini cancer check predictions aries taurus gemini cancer check predictions
1111,2282,Family and Relationships^Health & Pharmaceutical-->tamil nadu stabbed family seeks help indian student old indian student unidentified assailant tamil nadu sought help external affairs
1112,2283,Real Estate^Religion & Spirituality-->fat brother pornographic websites missed call good news certain number
1113,,nan^Real Estate-->possible help kota children possible help kota tragedy family welfare
1114,1895,Family and Relationships^Real Estate-->tanker lorry carrying municipal health squad drinking water
1115,6924,Banking & Finance^Entertainment-->things police name online team lord arjuna bears fruit
1116,3705,Banking & Finance^Entertainment-->fuel prices fall fuel prices fall petrol prices diesel prices monday fifth day paise paise
1117,5029,Personal Finance^Entertainment-->dda commits big scam sanjay singh giving flats made serious allegations aam aadmi party party headquarters press conference giving flats big scam
1118,3101,Religion & Spirituality^Entertainment-->vehicles damaged due state govt bharat bandh west bengal government promised vehicles damaged due rs lakh suvendu adhikari state insurance cover bharat bandh
1119,,nan^Real Estate-->prayer meet moves everyone ritu nanda heartfelt speech amitabh bachchan parting words makes losing someone close longest time goodbye hugs
1120,4088,Health & Pharmaceutical^Education-->may leave manchester city january transfer window players profile signings manchester city transfer windows recent
1121,4260,Entertainment^Real Estate-->indonesia floods kill following heavy rains jakarta post quoting january flash floods death toll
1122," Updated: Jan 9  2020  6:19 IST Of 7 692 villages  optical fibre connectivity has already been provided to 3 ...""",Real Estate^Real Estate-->indore collectorate among several
1123,1085,Vehicles & Parts^Music and Audio-->unconstitutional poor priyanka gandhi yogi adityanath government citizenship amendment act
1124,24,CAN^Religion & Spirituality-->lakh people apply voter list draft voter list voter list tamil nadu january
1125,4649,Religion & Spirituality^Home & Garden-->windies squad dwayne bravo returns twenty cricket team rounder dwayne bravo icc world cup west indies ireland
1126,1698,Air Travel^Education-->star players new zealanders star cricketers team india already left auckland new zealand indian team odi series
1127,5204,Education ^News & Politics-->attract sankranti outside yard look beautiful san utsav said good luck art forms beautiful rangoli mainly used
1128,,nan^Entertainment-->might get chance ravi shastri ms dhoni cracking ipl indian head coach said last year new year plans till given first month answer questions
1129,6559,Air Travel^News & Politics-->amul parlor foreign liquor worth rs police raid
1130,3706,Religion & Spirituality^Real Estate-->arrive within run km tonnage capacity
1131,4261,Real Estate^Automobiles-->killing thousands crore creatures sin forest fires died due australia
1132,461,Health & Pharmaceutical^Real Estate-->box office collection mardaani day rani mukherjee much crores mardaani box office rd day
1133,1896,Music and Audio^Real Estate-->janasena welcomes bjp alliance krishna raju rebel star krishna raju month rebel star producing dozens hit films films
1134,6145,Entertainment^Entertainment-->rain swamps auckland classic edmund survives atp auckland class kyle edmund drew english playing conditions disrupted second day alejandro davidovich fokina set win gritty three
1135,1290,Banking & Finance^Real Estate-->low cost cost iphone aimed handsets later next month global market
1136,3292,Education ^Home & Garden-->wifey soha ali khan kunal kemmu shares pretty picture tiny tot inaaya kemmu day ago soha took new year celebrating christmas beau
1137,1086,CAN^Religion & Spirituality-->insulting female kabaddi player bc ramesh arrested former arjuna award winner female kabaddi player
1138,1488,Real Estate^Real Estate-->water droplets soak naked shava damp sex
1139,4262,News & Politics^Entertainment-->deepika sting operation police department journalists carry uncover hidden secrets sensational issues come sting operations os
1140,6360,Air Travel^Real Estate-->modi government calls show mirror congress said narendra modi government modi government pti new delhi jan congress targeted
1141,5031,Real Estate^Real Estate-->unarmed indians kills crop attack sources close security fence poonch sector pakistan army pak new delhi
1142,4263,News & Politics^Education-->odia film held city hotel recently debjani deghuria
1143,5376,Real Estate^Real Estate-->rs reserve bank based private bank sudden ban
1144,4089,Gadgets & Technology^Real Estate-->www
1145,6560,Education^Automobiles-->rani rampal named captain new zealand tour india hockey team team announced india hockey team member women tour new zealand new delhi rani rampal january first match
1146,6925,Religion & Spirituality^Entertainment-->sc directs parliament rethink whether speaker disqualify legislators supreme court rethink whether new delhi jan issue ani
1147,2912,Entertainment^Entertainment-->swami suveerananda said live like brothers ramakrishnan mission prime minister citizenship law christian religions prime minister political committee everyone completely non citizenship law
1148,,nan^Entertainment-->two liquor shops one person two liquor shops tuesday one person lucknow state get license
1149," Updated: 09 Jan 2020  01:06 PM IST 1/6 Attack after years of preparation Iran's missiles attack on American-led forces in Iraq came after years of preparation to confront US  whose forces are evidently larger and more advanced. According to a report last year by the International Institute for Strategic Studies  Iran has more than 500 000 active-duty personnel  including 125 000 members of its elite Revolutionary Guards. But due to international sanctions and restrictions on arms imports  it has become hard for Iran to develop or buy more sophisticated weaponry. AFP 2/6 Inflicting pain while avoiding traditional battlefield However  Iran has not backed down due to restrictions. To deal with the imbalance  Iran has developed \""asymmetrical\"" responses - ballistic missiles  deadly drones and a web of militia allies in Iraq  Syria  Lebanon and Yemen  among other things - with the aim of being able to cause pain while avoiding the traditional battlefield. iStock 3/6 Largest stockpile of ballistic missiles Iran has built the largest stockpile of ballistic missiles in the Middle East. Some are based on the older  widely used \""Scud\"" designs  with a range of at least 750 km (466 miles). Others  based on the North Korean No Dong  can reach up to 2 000 km  within reach of Israel or southeast Europe  according to a US Defense Intelligence Agency (DIA) report last year. Agencies 4/6 Disrupting the flow of oil in Gulf waters The Revolutionary Guards fields a fleet of missile-armed speedboats and midget submarines it can deploy against US military ships or commercial tankers to disrupt the flow of oil in Gulf waters  where Washington says Tehran attacked six tankers last year. iStock 5/6 Deadly drones Iran's fleet of unmanned aerial vehicles (UAVs) can be used for surveillance or armed with explosives  according to military experts. iStock 6/6 Allies Lebanon's Hezbollah  along with a handful of the Iraqi militias closely allied with Iran  have already pledged to take revenge against American forces for Soleimani's death. AFP""",Religion & Spirituality^Air Travel-->speaker sriramakrishnan said citizenship amendment speaker sreera said citizenship amendment act resolution passed
1150,3707,Entertainment^Entertainment-->traffic consultation continues full dress rehearsal full dress rehearsal vijay chowk traffic jam republic day delhi police
1151,,nan^Entertainment-->pakistan selection committee kamran akmal lashes latest snub match bang keeper kamran akmal b akmal selection committee country
1152,4090,Entertainment^Real Estate-->notorious dawood associate gangster ejaz lakdawala notorious dawood ibrahim jakkanpur police station
1153,4091,Entertainment^Education-->watching tv new year good news telecom sector telecom regulatory authority relatively much cheaper make many changes cable tv users watching tv new year new delhi good news
1154,229,Online Services^Real Estate-->ala work earn stardom akkineni family
1155,25,Entertainment^Real Estate-->kids stories
1156," Jan 9  2020  7:46 IST Representative image KOCHI: Kerala woke up to yet another love...""",Automobiles^Music and Audio-->recognize arjun kapoor old film coming days fit physical story fit body strongly influenced social media sharing photos everyone wants arjun kapoor
1157,2079,Education^Entertainment-->go alone zuleta said bolivia would term allowing overseas firms strike deals owned new chief la paz help ramp advanced expertise
1158,4092,Air Travel^Real Estate-->bob dylan biopic timothy salamet musician bob dylan actor timothy salamet
1159,3293,Entertainment^Real Estate-->rupees introduced new prepaid plans offer additional benefits vodafone rs
1160,2284,Real Estate^Entertainment-->contractor abduction case shanti colony yesterday morning public works contractor four persons anna nagar
1161,2285,Travel & Tourism^Education -->one week unsung warrior box office collect crores box office crores really well good monday
1162,6744,Entertainment^Entertainment-->two killed tractor accident five injured tractor accident injured killed
1163,6561,News & Politics^Education-->kung fu master hits theaters packed movie kung fu master kung fu hit theaters abrid shine
1164,4448,Food & Dining^Real Estate-->resolve border dispute nepali foreign minister kathmandu january border dispute
1165,2080,Entertainment^Real Estate-->create inclusive platform sports innovation odisha cm also involves sportspersons celebrates sports innovation sunday highlighted inclusive platform
1166,4449,Education ^Click-->time wish sprouted ponniyin selvan dream mani ratnam two faces films film industry announced movies
1167,26,Air Travel^Religion & Spirituality-->five communist terrorists arrested five communist terrorists arrested press release issued third jharkhand police
1168,4093,Sports & Games^Real Estate-->nuclear program illegal export five accused purchases sensitive goods nuclear program jan international network five people allegedly running
1169,5032,Entertainment^Education-->motion poster movie raymo starring ishan official motion poster pavan wadeyar
1170,4845,Click^Entertainment-->trupti toradmal raises latest photoshoot hotness quotient avid social media user savita damodar paranjpe marathi actress turpti trupti toradmal stunning photos sapna joshi known
1171,668,Real Estate^Real Estate-->hindu women rajasthan viral old video hindu women
1172,2704,Education^Banking & Finance-->dhansu adventure bikes many awaited adventure bikes size adventure bikes level adventure bikes indian market include low cost entry
1173,230,CAN^Real Estate-->manesar rape help minor car manufacturing unit police chowki cop posted chowki knew metres
1174,1087,Entertainment^Real Estate-->bigg boss siddharth locked post appeared first bigg boss bigg new drama
1175,2081,Entertainment^Entertainment-->kishan reddy go ahead caa implementation hyderabad dec citizenship amendment act union minister ongoing protests modi government kisha home go ahead
1176,3102,Entertainment^Real Estate-->brought great benefits wifi calling facility time airtel geo introduced
1177,27,Education ^Entertainment-->mayawati threatened ians special troubles seem one hand january facing threats co bhim army th year
1178,1489,Air Travel^Family and Relationships-->marathi artists like night life coming january nightlife january january night life mumbai
1179,231,Religion & Spirituality^Real Estate-->traction needs railway land megawatt solar power plants vacant land new delhi install
1180,6361,Impression^Vehicles & Parts-->high court dismisses plea b b former director national sports scam th national sports scam ranchi jan jharkhand high court would thursday rejected
1181,6362,Air Travel^CAN-->ram bharose targeted luxury bungalows along nationalized civic banks dilip bhise district city district stealing every day
1182,2705,News & Politics^Music and Audio-->taken various initiatives keeping dishonest businessmen still state government ppp model licenses different pathologies common man
1183,4264,Real Estate^Click-->subrata mukherjee final copy also feel bad two crores subrata mukherjee
1184,3515,Entertainment^Music and Audio-->priyanka gandhi possible help affected families saturday expressed sadness uttar pradesh several people road accident possible help new delhi
1185,4450,Real Estate^Real Estate-->china starts lifting restrictions foreign investment started lifting major restrictions two biggest economies move long demanded united states foreign investment financial sector fier
1186,462,Impression^Food & Dining-->marriage date many guests good stardom early nitin craze
1187,3901,Food & Dining^Banking & Finance-->investec maintains buy rs margins said investec investec maintains buy rs positive surprise
1188,"""Risky Gulf Arab strategy tested by killing of Iran general Suleimani Top Searches: Risky Gulf Arab strategy tested by killing of Iran general Suleimani AP ",Real Estate^Real Estate-->indian stock market china trade deal time record
1189,1700,Automobiles^Education -->new zealand new zealand tour hardik pandya dropped training camp rested due fitness test
1190,6363,Entertainment^Banking & Finance-->kikret whose example great yatris often discussed yes friends cricket world cricket field also earned
1191,4094,Religion & Spirituality^Impression-->citizenship amendment act legislative assembly special assembly session house unanimously passed citizenship amendment act chief minister regarding scheduled tribes scheduled castes resolution presented however
1192,463,Banking & Finance^Real Estate-->children ahead c children examination pay practice prime minister modi program called nowadays webdesk
1193,6364,Air Travel^Entertainment-->january receiving good news office income broken love relationship love relationship
1194,5377,Click^Real Estate-->silver medal foil category babasah
1195,5986,Vehicles & Parts^Click-->us expresses concern us state department recent visit political leaders jan important initiative countries
1196,,nan^Entertainment-->atm cut three miscreants put cctvs uttar pradesh south gate gas cutter cutting sbi crime basti district atm booths
1197,5987,Religion & Spirituality^Banking & Finance-->big brother sachidanandan gets released past soon catches double life sentence take measures
1198,6365,Banking & Finance^Banking & Finance-->must humanity minister education rises transforms human beings human beings rabindranath said education grows
1199,5033,Automobiles^Education-->municipal elections telangana rashtra samithi rose party since work hard municipal elections
1200," Jan 09  2020  07.41 PM IST 0Comments ANI NEW DELHI: External Affairs Minister S Jaishankar said on Thursday the government would like the NRIs to invest in a big way in India and soon steps will be taken to facilitate it. Jaishankar  while interacting with NRIs in Australia  Surinam  the US  Singapore  Quatar  Malaysia  the UK and Mauritius through video conferencing on the occasion of Pravasi Bharatiya Divas   also said he would find a practical solution to the issue of tracing of roots for non-resident Indians (NRIs) and persons of Indian origin ( PIOs ). Responding to a question posed by an NRI from Singapore  he said  \""We as a country  as a government definitely would like to see the NRIs invest metaphorically and literally in India in a bigger way.\"" \""We hope to take measures soon to facilitate investment by NRIs and PIOs \"" Jaishnkar said. He said the external affairs ministry will also seriously think about organising a 'pravasi global CEO conference' some time this year in London. On the issue of workers being exploited in Qatar  Jaishankar said the matter was \""very strongly on the government's radar\"" and it will remain vigilant. He also said that the government hopes to issue the Emigration Bill soon. Minister of State for External Affairs V Muraleedharan and Secretary  East  Vijay Thakur Singh were also present at the Pravasi Bharatiya Divas celebrations here. The Pravasi Bharatiya Divas is celebrated on January 9 every year to mark the contribution of Overseas Indian community in the development of India. January 9 was chosen as the day to celebrate this occasion since it was on this day in 1915 that Mahatma Gandhi returned to India from South Africa  led India's freedom struggle and changed the lives of Indians forever. Read more on""",Religion & Spirituality^Banking & Finance-->introduce futures contracts jan aluminium zinc telegram channel https investmentguruindia download telegram app joining th get daily important updates follow us business finance
1201,1899,Banking & Finance^Entertainment-->campus omar khalid vc hires goons take modi jnu attack jawaharlal nehru university campus pm visits campus new delhi discuss situation
1202,28,Entertainment^Real Estate-->supreme court sending petitions large bench decision reserved article article related thursday reserved supreme court petitions challenging new delhi larger bench justice
1203,5034,CAN^Air Travel-->oldest rhinoceros ngorongoro conservation area oldest known rhinoceros female rhinoceros old fosta left tanzania
1204,1701,Real Estate^Real Estate-->deadly cats available sold openly nylon cats
1205,5593,Travel^Entertainment-->ashok saraf marathi film industry due brilliant timing actor ashok saraf stellar performance independent impression comedy role audience laugh
1206,232,News & Politics^Entertainment-->bipin rawat appointed chief defense forces currently running service three security forces report said new delhi
1207,5205,Education^Real Estate-->bhuvneshwar kumar undergoes surgery sunrisers hyderabad current ipl season sunrisers hyderabad huge shock
1208,6745,CAN^Real Estate-->months without pay
1209,,nan^Entertainment-->muraleedharan mp chief minister governor arif mohammad khan chief minister pinarayi vijayan muraleedharan mp said visionary actions firm stand
1210,3903,Real Estate^Entertainment-->muslim women get relief come back witnessing continuous protests state citizenship register past one month citizenship amendment act bangla hunt desk shahinbagh area nrc capital delhi
1211,1702,Automobiles^Entertainment-->sadar bazar constituency ruling party every time sadar bazar one delh triangular contest traders hub national capital
1212,3516,Entertainment^Real Estate-->shashi tharoor joint agitation
1213,,nan^Entertainment-->uma bharti rahul jinnah priyanka jinnah controversial statement uma said former chief minister citizenship amendment act bhopal madhya pradesh priyanka gandhi vadra sonia gandhi rahul gandhi disputed statement
1214,874,Career & Job^Real Estate-->sharing intimate user data dating apps accused sharing intimate user data dating apps accused businesses tech companies data privacy increased scrutiny
1215,3709,Banking & Finance^Banking & Finance-->pancard club building raucous form fire took fire brigade entire caught fire vehicles
1216,5206,Impression^Entertainment-->horned rhinos die one least horned rhinos past six months last incident kathmandu jan chitwan national park officials said buffer zone
1217,1291,Entertainment^Entertainment-->gauri lankesh attack watch live tv religion government attack students sharad pawar killed gauri lankesh waghmore said
1218," Jan 10  2020  04:34 IST Hyderabad: Nearly a year after global investment firm KKR picked up 60% stake in en...""",Education ^Entertainment-->one year tenure extension spg chairman ips officer arun kumar spg chairman arunkumar special security force since march one year new delhi
1219,5035,Education^News & Politics-->psu bank shares slip share market update per cent per cent syndicate bank psu banks new delhi negative zone morning session dow allahabad bank
1220,1490,Banking & Finance^News & Politics-->lunar new year holidays shanghai shuts lunar new year holidays prompted seven liberation daily said virus outbreak online channel
